iteration, max_score, min_score 
0,439,439
1,429,437
2,421,433
3,417,427
4,411,423
5,405,419
6,401,415
7,401,411
8,399,407
9,395,403
10,393,401
11,387,397
12,387,395
13,385,393
14,383,389
15,381,387
16,381,387
17,377,385
18,377,383
19,377,381
20,375,379
21,375,377
22,375,377
23,373,375
24,371,375
