913 : [(13, 2), (7, 23), (7, 5), (12, 14), (11, 17), (13, 4), (10, 0), (4, 8), (8, 1), (8, 9), (20, 6), (24, 23), (10, 1), (4, 1), (8, 10), (2, 3), (12, 24), (3, 19), (15, 21), (24, 15), (6, 4), (1, 13), (5, 14), (18, 10), (0, 14), (10, 3), (0, 13), (17, 9), (18, 20), (8, 7), (17, 21), (3, 9), (16, 7), (2, 16), (11, 3), (13, 19), (19, 21), (18, 2), (4, 9), (24, 16), (11, 0), (0, 22), (2, 6), (22, 18), (1, 15), (20, 16), (12, 9), (5, 12), (17, 15), (22, 11)]
917 : [(10, 1), (3, 9), (13, 19), (19, 21), (12, 24), (20, 6), (17, 9), (18, 20), (10, 3), (11, 17), (5, 14), (18, 10), (3, 19), (11, 3), (2, 6), (2, 3), (12, 9), (8, 10), (17, 15), (1, 15), (22, 11), (20, 16), (4, 1), (7, 5), (24, 23), (15, 21), (16, 7), (24, 15), (7, 23), (12, 14), (8, 1), (8, 9), (0, 13), (24, 16), (4, 9), (5, 12), (8, 7), (0, 14), (0, 22), (4, 8), (1, 13), (22, 18), (10, 0), (11, 0), (18, 2), (13, 4), (2, 16), (13, 2), (17, 21), (6, 4)]
889 : [(20, 16), (19, 21), (13, 2), (12, 9), (22, 11), (18, 20), (8, 1), (5, 12), (18, 10), (11, 3), (4, 9), (10, 3), (16, 7), (12, 24), (3, 19), (18, 2), (1, 13), (3, 9), (17, 15), (8, 10), (13, 4), (11, 17), (10, 0), (24, 16), (4, 1), (13, 19), (6, 4), (10, 1), (22, 18), (0, 14), (2, 6), (2, 3), (24, 15), (8, 9), (15, 21), (24, 23), (20, 6), (7, 23), (17, 9), (7, 5), (0, 22), (12, 14), (2, 16), (5, 14), (0, 13), (4, 8), (1, 15), (17, 21), (11, 0), (8, 7)]
901 : [(17, 9), (20, 16), (0, 13), (17, 15), (11, 3), (6, 4), (12, 24), (13, 2), (12, 14), (10, 3), (18, 2), (1, 15), (0, 14), (8, 9), (10, 0), (24, 23), (18, 10), (5, 12), (7, 5), (16, 7), (24, 15), (7, 23), (8, 1), (13, 4), (11, 17), (18, 20), (1, 13), (2, 3), (11, 0), (3, 19), (15, 21), (4, 8), (22, 11), (2, 6), (12, 9), (2, 16), (10, 1), (4, 9), (8, 7), (8, 10), (4, 1), (17, 21), (0, 22), (24, 16), (5, 14), (22, 18), (19, 21), (3, 9), (20, 6), (13, 19)]
937 : [(5, 14), (6, 4), (20, 16), (10, 0), (3, 9), (19, 21), (17, 15), (18, 2), (8, 10), (18, 10), (22, 18), (1, 13), (4, 8), (15, 21), (8, 7), (24, 15), (1, 15), (13, 4), (10, 3), (12, 9), (24, 16), (4, 9), (18, 20), (0, 14), (7, 5), (16, 7), (13, 19), (24, 23), (17, 21), (8, 1), (13, 2), (8, 9), (17, 9), (2, 3), (11, 0), (10, 1), (3, 19), (4, 1), (11, 3), (12, 24), (7, 23), (20, 6), (2, 16), (5, 12), (2, 6), (12, 14), (22, 11), (0, 13), (11, 17), (0, 22)]
923 : [(13, 2), (11, 3), (0, 22), (0, 13), (20, 6), (6, 4), (5, 14), (13, 19), (7, 23), (8, 1), (20, 16), (16, 7), (24, 23), (2, 3), (3, 9), (8, 10), (4, 9), (0, 14), (10, 3), (17, 15), (18, 2), (4, 8), (12, 14), (3, 19), (2, 16), (4, 1), (17, 21), (5, 12), (10, 0), (1, 15), (18, 20), (10, 1), (19, 21), (13, 4), (8, 7), (12, 9), (8, 9), (22, 11), (11, 17), (24, 15), (12, 24), (24, 16), (15, 21), (11, 0), (18, 10), (17, 9), (22, 18), (7, 5), (2, 6), (1, 13)]
951 : [(3, 9), (7, 23), (8, 1), (18, 10), (4, 8), (20, 16), (10, 0), (6, 4), (12, 24), (5, 12), (2, 16), (0, 13), (2, 3), (12, 9), (8, 7), (22, 11), (11, 3), (1, 13), (13, 2), (18, 20), (0, 22), (4, 9), (15, 21), (8, 9), (3, 19), (0, 14), (17, 9), (12, 14), (1, 15), (18, 2), (24, 15), (4, 1), (24, 16), (17, 15), (2, 6), (19, 21), (7, 5), (13, 19), (17, 21), (22, 18), (13, 4), (11, 0), (20, 6), (10, 3), (5, 14), (10, 1), (16, 7), (11, 17), (8, 10), (24, 23)]
921 : [(0, 13), (12, 9), (12, 24), (2, 3), (11, 17), (6, 4), (8, 7), (13, 2), (4, 9), (13, 4), (4, 1), (10, 3), (18, 2), (17, 21), (22, 18), (8, 9), (11, 3), (17, 15), (12, 14), (11, 0), (1, 13), (19, 21), (18, 20), (3, 9), (17, 9), (10, 0), (2, 6), (8, 10), (7, 23), (8, 1), (16, 7), (5, 12), (24, 15), (3, 19), (0, 14), (22, 11), (15, 21), (24, 23), (18, 10), (20, 6), (13, 19), (4, 8), (0, 22), (1, 15), (20, 16), (2, 16), (7, 5), (24, 16), (5, 14), (10, 1)]
929 : [(16, 7), (10, 1), (1, 15), (3, 9), (11, 0), (1, 13), (17, 9), (4, 1), (12, 14), (24, 23), (20, 6), (4, 9), (5, 12), (10, 3), (12, 24), (7, 5), (22, 18), (8, 9), (7, 23), (24, 16), (2, 3), (8, 7), (3, 19), (18, 2), (24, 15), (6, 4), (12, 9), (0, 14), (18, 10), (20, 16), (0, 22), (13, 19), (17, 15), (2, 6), (17, 21), (8, 1), (5, 14), (8, 10), (22, 11), (10, 0), (11, 3), (11, 17), (13, 4), (18, 20), (13, 2), (2, 16), (4, 8), (0, 13), (19, 21), (15, 21)]
929 : [(11, 17), (5, 12), (20, 6), (18, 2), (4, 1), (0, 13), (19, 21), (4, 9), (24, 15), (22, 18), (3, 9), (8, 9), (20, 16), (18, 20), (10, 0), (10, 3), (12, 14), (15, 21), (10, 1), (13, 4), (24, 23), (17, 9), (22, 11), (8, 1), (7, 23), (13, 2), (4, 8), (1, 13), (2, 16), (17, 21), (18, 10), (0, 22), (24, 16), (2, 3), (12, 9), (11, 3), (12, 24), (17, 15), (7, 5), (6, 4), (2, 6), (5, 14), (1, 15), (16, 7), (0, 14), (3, 19), (11, 0), (8, 7), (8, 10), (13, 19)]
911 : [(4, 9), (0, 13), (3, 9), (22, 11), (7, 23), (2, 16), (8, 9), (2, 3), (7, 5), (11, 0), (18, 2), (8, 1), (18, 20), (6, 4), (4, 8), (0, 14), (11, 17), (16, 7), (22, 18), (12, 9), (12, 14), (24, 23), (17, 15), (13, 19), (10, 1), (3, 19), (12, 24), (13, 4), (8, 7), (20, 6), (5, 14), (24, 15), (10, 0), (20, 16), (4, 1), (1, 13), (11, 3), (17, 9), (18, 10), (17, 21), (24, 16), (2, 6), (8, 10), (13, 2), (1, 15), (0, 22), (10, 3), (19, 21), (5, 12), (15, 21)]
921 : [(19, 21), (0, 14), (18, 20), (13, 19), (8, 9), (6, 4), (4, 1), (13, 2), (18, 2), (3, 19), (18, 10), (12, 9), (17, 15), (10, 0), (4, 8), (7, 23), (1, 13), (10, 1), (24, 23), (16, 7), (2, 16), (15, 21), (5, 12), (11, 17), (4, 9), (22, 11), (11, 3), (12, 14), (11, 0), (13, 4), (10, 3), (0, 13), (24, 15), (8, 10), (2, 6), (1, 15), (8, 7), (5, 14), (17, 21), (22, 18), (20, 6), (8, 1), (20, 16), (17, 9), (0, 22), (24, 16), (12, 24), (7, 5), (3, 9), (2, 3)]
937 : [(11, 0), (17, 21), (8, 7), (4, 8), (2, 16), (13, 2), (8, 9), (10, 0), (17, 15), (24, 15), (12, 9), (3, 9), (11, 3), (18, 10), (20, 16), (6, 4), (5, 12), (4, 1), (4, 9), (2, 3), (13, 4), (7, 23), (12, 14), (8, 10), (16, 7), (15, 21), (11, 17), (24, 23), (10, 3), (19, 21), (2, 6), (1, 13), (18, 20), (17, 9), (0, 14), (3, 19), (8, 1), (1, 15), (22, 11), (12, 24), (24, 16), (5, 14), (18, 2), (7, 5), (10, 1), (0, 22), (20, 6), (22, 18), (13, 19), (0, 13)]
959 : [(18, 2), (11, 17), (24, 15), (20, 6), (5, 14), (6, 4), (24, 16), (3, 9), (19, 21), (0, 13), (7, 5), (8, 9), (22, 11), (18, 10), (1, 15), (16, 7), (5, 12), (7, 23), (15, 21), (22, 18), (13, 2), (1, 13), (12, 9), (17, 21), (17, 9), (0, 14), (20, 16), (4, 1), (24, 23), (12, 14), (3, 19), (4, 9), (11, 0), (2, 16), (2, 3), (10, 1), (0, 22), (2, 6), (11, 3), (10, 3), (8, 7), (10, 0), (13, 19), (8, 10), (8, 1), (12, 24), (17, 15), (4, 8), (18, 20), (13, 4)]
937 : [(15, 21), (17, 15), (3, 9), (22, 11), (4, 1), (8, 9), (17, 21), (24, 23), (19, 21), (2, 3), (2, 16), (11, 0), (1, 15), (4, 8), (20, 6), (12, 14), (24, 16), (1, 13), (4, 9), (0, 13), (18, 10), (17, 9), (18, 2), (8, 10), (18, 20), (24, 15), (8, 1), (11, 17), (7, 5), (10, 1), (8, 7), (16, 7), (13, 2), (10, 0), (12, 24), (20, 16), (6, 4), (3, 19), (5, 14), (2, 6), (11, 3), (0, 14), (7, 23), (5, 12), (13, 4), (0, 22), (12, 9), (10, 3), (13, 19), (22, 18)]
939 : [(18, 20), (10, 3), (12, 24), (10, 0), (8, 9), (12, 14), (17, 9), (11, 0), (10, 1), (13, 4), (13, 19), (20, 6), (13, 2), (16, 7), (4, 9), (4, 1), (11, 3), (2, 6), (19, 21), (11, 17), (7, 5), (8, 10), (8, 1), (17, 15), (22, 18), (7, 23), (0, 14), (0, 13), (2, 16), (24, 23), (8, 7), (2, 3), (18, 10), (20, 16), (4, 8), (24, 16), (5, 14), (17, 21), (24, 15), (3, 19), (1, 13), (1, 15), (6, 4), (12, 9), (18, 2), (0, 22), (22, 11), (15, 21), (3, 9), (5, 12)]
939 : [(16, 7), (8, 9), (18, 2), (13, 2), (15, 21), (18, 10), (8, 1), (12, 24), (3, 9), (17, 15), (0, 13), (8, 10), (4, 8), (17, 21), (6, 4), (22, 11), (13, 4), (4, 1), (18, 20), (19, 21), (1, 15), (22, 18), (17, 9), (0, 14), (2, 16), (10, 3), (3, 19), (4, 9), (12, 14), (11, 0), (13, 19), (2, 3), (1, 13), (24, 23), (12, 9), (7, 5), (11, 17), (5, 14), (24, 16), (11, 3), (24, 15), (10, 1), (20, 16), (10, 0), (8, 7), (2, 6), (0, 22), (7, 23), (5, 12), (20, 6)]
