533 : [(11, 24), (10, 4), (5, 7), (13, 18), (22, 13), (22, 11), (20, 19), (19, 2), (3, 15), (15, 17), (7, 13), (3, 0), (15, 8), (9, 13), (23, 4), (16, 9), (1, 0), (23, 8), (15, 21), (2, 20), (19, 5), (15, 5), (20, 10), (3, 23), (10, 7), (7, 9), (3, 5), (22, 16), (3, 4), (6, 14)]
559 : [(3, 4), (1, 0), (11, 24), (13, 18), (3, 0), (15, 5), (10, 4), (3, 15), (15, 8), (9, 13), (15, 17), (6, 14), (19, 5), (10, 7), (3, 23), (20, 10), (3, 5), (16, 9), (23, 4), (22, 11), (22, 16), (19, 2), (22, 13), (7, 9), (5, 7), (7, 13), (23, 8), (20, 19), (2, 20), (15, 21)]
543 : [(19, 2), (15, 8), (13, 18), (5, 7), (20, 10), (3, 0), (22, 13), (23, 8), (7, 9), (15, 17), (11, 24), (22, 16), (3, 5), (9, 13), (3, 4), (7, 13), (23, 4), (22, 11), (15, 21), (1, 0), (6, 14), (15, 5), (2, 20), (3, 15), (16, 9), (3, 23), (19, 5), (10, 7), (20, 19), (10, 4)]
537 : [(19, 2), (3, 23), (10, 7), (3, 5), (15, 5), (20, 10), (22, 13), (6, 14), (23, 4), (2, 20), (15, 21), (15, 8), (11, 24), (15, 17), (10, 4), (22, 16), (5, 7), (22, 11), (3, 0), (7, 9), (1, 0), (16, 9), (20, 19), (13, 18), (19, 5), (23, 8), (3, 4), (9, 13), (3, 15), (7, 13)]
553 : [(19, 5), (22, 13), (20, 10), (9, 13), (16, 9), (10, 4), (3, 15), (7, 13), (20, 19), (3, 23), (3, 4), (10, 7), (15, 21), (22, 16), (22, 11), (11, 24), (13, 18), (15, 17), (7, 9), (23, 4), (3, 5), (3, 0), (15, 5), (6, 14), (23, 8), (15, 8), (2, 20), (1, 0), (19, 2), (5, 7)]
561 : [(11, 24), (22, 13), (9, 13), (3, 15), (1, 0), (7, 13), (15, 21), (19, 5), (7, 9), (5, 7), (15, 5), (3, 4), (20, 10), (13, 18), (22, 11), (15, 17), (15, 8), (16, 9), (3, 23), (20, 19), (6, 14), (3, 5), (22, 16), (23, 8), (23, 4), (2, 20), (3, 0), (10, 7), (10, 4), (19, 2)]
563 : [(11, 24), (10, 7), (10, 4), (15, 17), (20, 10), (19, 5), (6, 14), (13, 18), (22, 11), (16, 9), (23, 4), (3, 15), (15, 21), (15, 8), (1, 0), (3, 23), (3, 5), (9, 13), (5, 7), (19, 2), (2, 20), (20, 19), (7, 13), (7, 9), (15, 5), (3, 0), (23, 8), (3, 4), (22, 16), (22, 13)]
531 : [(15, 21), (3, 4), (19, 5), (23, 8), (10, 7), (22, 11), (2, 20), (15, 5), (7, 13), (11, 24), (5, 7), (22, 13), (23, 4), (3, 0), (20, 19), (6, 14), (3, 23), (15, 17), (3, 5), (3, 15), (15, 8), (22, 16), (19, 2), (16, 9), (9, 13), (7, 9), (13, 18), (10, 4), (1, 0), (20, 10)]
553 : [(19, 2), (1, 0), (7, 9), (15, 21), (15, 5), (3, 5), (22, 11), (3, 4), (23, 8), (15, 8), (3, 15), (19, 5), (3, 23), (20, 19), (15, 17), (22, 13), (9, 13), (22, 16), (10, 7), (16, 9), (11, 24), (10, 4), (23, 4), (5, 7), (2, 20), (13, 18), (20, 10), (3, 0), (6, 14), (7, 13)]
531 : [(3, 0), (22, 13), (20, 10), (23, 4), (9, 13), (11, 24), (10, 7), (6, 14), (15, 8), (15, 17), (3, 15), (22, 11), (15, 21), (1, 0), (3, 23), (19, 2), (16, 9), (3, 5), (5, 7), (22, 16), (10, 4), (15, 5), (3, 4), (7, 9), (7, 13), (20, 19), (23, 8), (19, 5), (2, 20), (13, 18)]
